age,job,marital,education,housing
63,technician,married,secondary,yes
34,admin.,married,tertiary,no
50,management,married,tertiary,no
66,retired,married,tertiary,no
36,management,married,tertiary,no
31,self-employed,single,tertiary,no
52,blue-collar,married,primary,no
82,housemaid,divorced,primary,no
62,technician,married,unknown,yes
60,admin.,married,secondary,yes
62,entrepreneur,married,secondary,no
60,retired,married,secondary,yes
43,self-employed,married,tertiary,no
46,admin.,married,secondary,yes
28,admin.,single,secondary,yes
26,technician,single,secondary,no
56,retired,divorced,primary,no
34,management,married,tertiary,no
36,technician,married,tertiary,no
26,admin.,single,secondary,no
54,admin.,single,secondary,no
32,management,divorced,tertiary,yes
60,blue-collar,married,primary,no
26,technician,single,tertiary,yes
48,management,married,tertiary,no
42,management,single,tertiary,no
35,unemployed,single,tertiary,no
26,management,single,tertiary,no
51,management,married,unknown,no
45,management,single,tertiary,no
20,student,single,primary,no
29,technician,married,secondary,yes
60,management,married,unknown,no
33,entrepreneur,single,secondary,no
40,management,single,tertiary,no
40,blue-collar,married,secondary,yes
72,retired,single,tertiary,no
77,retired,married,tertiary,no
36,admin.,single,tertiary,no
65,retired,married,tertiary,no
60,management,married,tertiary,no
37,unemployed,single,tertiary,yes
67,management,married,secondary,no
33,management,married,tertiary,yes
65,retired,married,secondary,no
66,retired,married,primary,no
45,management,married,tertiary,no
30,student,single,unknown,no
33,unemployed,single,tertiary,yes
29,admin.,single,tertiary,no
31,admin.,single,secondary,no
65,retired,married,primary,no
56,services,married,secondary,no
76,retired,married,secondary,no
53,admin.,single,secondary,yes
64,housemaid,married,unknown,no
30,technician,single,tertiary,no
42,admin.,married,secondary,yes
33,technician,married,secondary,yes
34,admin.,divorced,secondary,yes
72,retired,married,primary,no
44,technician,married,tertiary,yes
37,admin.,single,secondary,no
31,unemployed,single,tertiary,no
44,technician,single,tertiary,no
52,blue-collar,married,secondary,no
35,technician,single,secondary,no
34,technician,married,secondary,yes
37,technician,single,secondary,yes
35,admin.,married,tertiary,yes
34,management,married,tertiary,no
78,retired,married,unknown,no
45,admin.,married,secondary,no
37,management,married,tertiary,no
29,technician,married,secondary,no
77,retired,married,unknown,no
68,retired,married,tertiary,no
36,self-employed,married,tertiary,no
38,admin.,single,secondary,no
53,management,married,tertiary,no
59,housemaid,married,secondary,no
74,retired,married,primary,no
39,services,married,secondary,no
55,management,divorced,tertiary,no
32,student,single,tertiary,no
62,retired,married,secondary,no
76,retired,married,primary,no
42,technician,married,tertiary,yes
47,housemaid,single,primary,no
35,admin.,divorced,secondary,no
54,admin.,divorced,secondary,yes
37,admin.,single,secondary,no
55,admin.,married,secondary,no
77,retired,married,secondary,no
41,technician,single,tertiary,yes
51,admin.,married,secondary,no
33,admin.,married,tertiary,yes
30,services,married,tertiary,no
30,student,single,secondary,no
35,technician,single,tertiary,yes
28,management,single,tertiary,no
35,unemployed,single,tertiary,no
21,student,single,secondary,no
80,retired,married,secondary,no
61,management,married,tertiary,no
38,technician,married,secondary,no
63,housemaid,married,secondary,no
48,blue-collar,married,secondary,yes
76,retired,married,tertiary,no
28,services,single,secondary,no
29,services,single,tertiary,no
39,technician,married,secondary,yes
29,management,single,tertiary,no
30,blue-collar,single,secondary,no
33,technician,single,tertiary,no
32,blue-collar,single,secondary,no
25,management,married,unknown,no
34,management,single,tertiary,no
76,retired,married,secondary,no
34,management,married,tertiary,no
30,student,single,unknown,no
36,admin.,single,tertiary,no
32,admin.,single,tertiary,no
42,admin.,married,tertiary,no
36,management,divorced,tertiary,no
37,admin.,married,secondary,no
71,retired,married,tertiary,no
29,housemaid,single,tertiary,no
27,management,single,secondary,yes
43,management,married,tertiary,yes
58,unemployed,married,secondary,no
73,retired,married,tertiary,no
34,blue-collar,married,secondary,yes
29,blue-collar,married,secondary,no
49,blue-collar,married,secondary,no
52,management,married,unknown,no
65,retired,married,primary,no
33,management,married,tertiary,no
25,management,single,tertiary,no
32,technician,married,tertiary,yes
41,admin.,divorced,secondary,no
42,admin.,divorced,secondary,yes
46,blue-collar,married,secondary,yes
23,admin.,single,tertiary,yes
84,retired,divorced,primary,no
67,retired,divorced,secondary,no
34,technician,married,secondary,yes
30,management,married,tertiary,no
22,student,single,secondary,no
56,admin.,married,unknown,no
24,technician,married,secondary,yes
47,admin.,married,tertiary,yes
53,retired,married,secondary,no
45,admin.,married,secondary,no
28,management,single,tertiary,no
39,management,married,tertiary,no
40,management,married,tertiary,no
79,retired,divorced,secondary,no
29,management,single,unknown,no
35,management,married,tertiary,no
36,management,married,tertiary,no
53,admin.,married,secondary,yes
52,management,married,tertiary,no
33,student,married,secondary,no
60,technician,married,secondary,yes
24,student,single,tertiary,no
18,student,single,unknown,no
65,entrepreneur,married,tertiary,no
25,student,single,secondary,no
58,technician,married,secondary,no
36,technician,single,secondary,yes
27,management,single,tertiary,no
32,technician,single,tertiary,yes
35,admin.,single,secondary,no
39,blue-collar,single,tertiary,yes
53,admin.,married,secondary,no
23,student,single,secondary,no
34,admin.,married,secondary,yes
33,management,single,tertiary,no
33,technician,single,secondary,no
36,management,single,tertiary,no
47,admin.,married,secondary,no
52,unemployed,married,secondary,no
33,management,married,tertiary,yes
36,student,single,unknown,no
42,services,single,tertiary,yes
55,technician,divorced,secondary,no
60,retired,married,secondary,no
38,admin.,single,tertiary,yes
61,retired,married,tertiary,yes
58,technician,married,secondary,yes
48,unemployed,divorced,secondary,no
35,technician,married,tertiary,no
34,management,divorced,tertiary,no
58,management,married,secondary,no
39,technician,divorced,secondary,yes
70,retired,married,primary,no
44,management,married,tertiary,no
54,unknown,married,secondary,no
27,student,single,tertiary,no
33,unemployed,married,secondary,no
77,retired,married,secondary,no
75,retired,divorced,primary,no
57,housemaid,married,primary,yes
30,admin.,single,secondary,no
31,management,single,tertiary,no
61,retired,married,tertiary,no
76,retired,married,primary,no
75,blue-collar,married,secondary,no
28,blue-collar,married,secondary,yes
35,management,married,tertiary,yes
59,technician,married,secondary,no
42,blue-collar,married,secondary,yes
35,self-employed,single,tertiary,no
48,entrepreneur,single,secondary,no
44,technician,single,secondary,no
71,retired,married,secondary,no
60,retired,married,secondary,no
34,blue-collar,married,secondary,yes
57,retired,married,primary,no
49,technician,divorced,secondary,yes
75,retired,married,secondary,no
39,blue-collar,married,secondary,yes
64,retired,married,tertiary,no
66,retired,married,secondary,no
36,technician,married,tertiary,no
27,admin.,single,secondary,no
29,technician,single,secondary,no
34,management,single,tertiary,no
26,unemployed,single,secondary,no
34,management,single,tertiary,yes
41,management,married,tertiary,no
47,blue-collar,married,secondary,no
52,management,married,tertiary,no
36,blue-collar,divorced,secondary,no
32,technician,married,secondary,no
51,management,married,tertiary,no
34,management,married,tertiary,no
21,student,single,secondary,no
41,technician,divorced,tertiary,yes
54,technician,married,secondary,no
35,technician,single,tertiary,yes
29,management,single,tertiary,no
32,management,married,tertiary,no
38,services,married,secondary,no
48,unemployed,married,secondary,no
46,management,married,tertiary,no
32,technician,married,secondary,yes
49,services,married,primary,yes
75,retired,married,unknown,no
37,management,married,tertiary,yes
37,technician,single,tertiary,no
23,student,single,secondary,no
58,admin.,married,secondary,no
45,management,married,tertiary,yes
47,unemployed,single,tertiary,no
30,unemployed,single,secondary,no
30,admin.,single,tertiary,yes
25,services,single,secondary,no
23,student,single,secondary,no
34,management,married,tertiary,yes
27,management,single,tertiary,yes
28,student,single,tertiary,no
65,retired,married,secondary,no
77,retired,married,primary,no
61,self-employed,divorced,tertiary,no
27,blue-collar,single,secondary,no
34,management,single,tertiary,no
28,admin.,married,tertiary,yes
50,admin.,married,secondary,no
58,management,married,tertiary,no
52,technician,married,secondary,yes
26,technician,single,tertiary,no
59,management,married,tertiary,no
64,retired,married,secondary,no
38,admin.,divorced,secondary,yes
48,admin.,married,secondary,no
28,technician,single,secondary,yes
35,management,single,tertiary,no
66,retired,married,secondary,no
25,self-employed,single,unknown,no
33,management,married,tertiary,no
52,services,married,secondary,no
26,admin.,single,tertiary,yes
36,unemployed,married,secondary,yes
38,management,single,tertiary,yes
59,self-employed,married,tertiary,no
53,technician,married,secondary,no
47,blue-collar,married,secondary,yes
48,management,married,tertiary,no
56,retired,married,primary,no
22,student,single,unknown,no
82,retired,married,secondary,no
27,blue-collar,single,primary,no
60,retired,divorced,secondary,no
44,blue-collar,married,primary,yes
53,management,married,tertiary,no
27,student,single,tertiary,no
57,retired,married,secondary,no
59,unemployed,divorced,secondary,no
39,management,single,tertiary,no
27,unknown,single,unknown,no
39,admin.,divorced,tertiary,no
64,retired,married,secondary,no
55,retired,divorced,secondary,no
57,blue-collar,married,secondary,no
51,management,single,unknown,no
37,blue-collar,married,secondary,no
33,unemployed,single,tertiary,no
60,management,married,secondary,no
33,unemployed,single,primary,no
35,management,married,tertiary,no
26,management,single,tertiary,no
30,technician,single,secondary,no
23,student,single,secondary,no
80,housemaid,married,primary,no
29,student,single,secondary,no
47,admin.,married,secondary,no
72,retired,divorced,tertiary,no
45,management,single,tertiary,no
35,housemaid,married,tertiary,no
37,unemployed,married,tertiary,no
29,self-employed,single,tertiary,no
40,management,single,tertiary,yes
33,management,single,tertiary,yes
32,technician,single,secondary,no
35,management,single,tertiary,no
32,management,married,tertiary,yes
40,blue-collar,single,primary,no
79,retired,divorced,primary,no
48,unemployed,married,tertiary,yes
43,self-employed,married,tertiary,no
54,technician,married,secondary,no
40,technician,married,secondary,no
20,student,single,secondary,no
48,housemaid,married,tertiary,no
38,blue-collar,single,secondary,yes
53,admin.,married,tertiary,yes
60,admin.,married,secondary,no
34,technician,married,tertiary,no
70,retired,married,primary,no
78,retired,divorced,secondary,no
61,management,married,tertiary,yes
52,admin.,single,unknown,no
61,self-employed,divorced,tertiary,no
52,technician,married,secondary,yes
58,management,married,tertiary,no
25,student,single,secondary,no
77,retired,married,primary,no
46,admin.,married,unknown,no
64,retired,married,primary,no
37,management,married,tertiary,no
33,services,single,secondary,no
25,services,single,secondary,no
71,entrepreneur,married,tertiary,no
63,retired,married,unknown,no
27,services,single,secondary,yes
33,technician,married,tertiary,no
56,management,married,unknown,no
63,technician,married,secondary,no
59,technician,married,secondary,yes
22,student,single,secondary,no
30,student,single,secondary,no
66,management,married,unknown,yes
70,management,married,secondary,no
36,management,single,tertiary,no
74,retired,married,primary,no
27,technician,married,secondary,no
24,student,single,secondary,no
52,technician,married,secondary,no
71,retired,divorced,secondary,no
33,management,married,tertiary,no
56,technician,married,secondary,no
47,admin.,married,unknown,no
34,self-employed,married,secondary,no
37,management,married,tertiary,no
30,management,single,tertiary,no
28,student,single,secondary,no
27,blue-collar,single,secondary,no
73,retired,married,unknown,no
48,technician,married,secondary,no
67,retired,married,primary,no
60,housemaid,married,primary,no
57,unemployed,divorced,secondary,yes
38,technician,single,secondary,no
65,unemployed,married,secondary,no
59,management,married,tertiary,no
37,management,married,tertiary,no
28,blue-collar,single,secondary,yes
29,admin.,single,tertiary,no
27,technician,single,tertiary,no
49,admin.,single,tertiary,yes
31,admin.,single,tertiary,no
38,services,single,secondary,no
36,technician,single,secondary,no
28,technician,single,secondary,yes
51,technician,married,tertiary,no
26,services,single,secondary,yes
56,retired,married,primary,no
37,management,single,tertiary,yes
47,technician,married,primary,no
60,retired,divorced,tertiary,no
42,technician,married,secondary,yes
27,student,single,tertiary,no
40,unemployed,single,tertiary,no
25,student,single,secondary,no
90,retired,divorced,primary,no
29,student,single,unknown,no
29,technician,single,tertiary,yes
68,retired,married,secondary,no
38,admin.,married,secondary,no
34,admin.,married,secondary,no
23,student,single,secondary,no
66,housemaid,divorced,primary,no
47,management,married,tertiary,yes
63,retired,married,secondary,no
32,management,single,tertiary,no
34,student,single,unknown,no
32,management,married,tertiary,yes
42,management,married,tertiary,no
39,technician,married,tertiary,no
30,management,married,tertiary,no
58,housemaid,single,secondary,no
26,admin.,single,tertiary,yes
63,unknown,married,secondary,no
73,retired,single,secondary,no
70,retired,divorced,secondary,no
68,retired,married,tertiary,no
26,student,single,secondary,no
33,management,married,tertiary,no
60,admin.,married,secondary,no
25,blue-collar,single,secondary,no
64,retired,married,tertiary,no
26,student,single,tertiary,no
27,admin.,single,secondary,no
68,retired,married,primary,no
30,blue-collar,married,primary,yes
30,technician,married,tertiary,yes
39,services,married,secondary,no
54,housemaid,married,tertiary,no
40,unemployed,single,secondary,no
46,admin.,married,secondary,yes
64,retired,married,secondary,no
37,management,married,tertiary,no
36,services,married,secondary,yes
33,management,divorced,tertiary,no
34,admin.,married,tertiary,yes
32,unemployed,single,primary,no
49,self-employed,divorced,tertiary,no
51,management,married,tertiary,no
83,retired,married,tertiary,no
45,student,single,unknown,no
31,technician,married,tertiary,yes
38,student,single,unknown,no
51,admin.,married,tertiary,yes
64,unemployed,divorced,secondary,no
59,unemployed,married,secondary,no
33,management,single,tertiary,no
36,blue-collar,married,unknown,no
35,management,married,tertiary,no
69,retired,married,unknown,no
31,management,single,tertiary,no
73,retired,married,primary,no
76,retired,divorced,primary,no
35,technician,married,secondary,yes
28,management,single,tertiary,no
34,management,married,tertiary,no
33,management,married,tertiary,yes
36,services,married,secondary,no
44,management,married,unknown,no
19,student,single,unknown,no
29,management,single,tertiary,yes
28,management,single,tertiary,no
51,blue-collar,married,primary,no
52,unemployed,married,secondary,no
61,retired,married,secondary,yes
51,admin.,divorced,tertiary,yes
29,admin.,single,secondary,no
70,retired,married,unknown,no
46,management,divorced,tertiary,no
71,retired,married,primary,no
39,management,married,tertiary,no
58,management,married,tertiary,no
37,management,married,tertiary,no
26,admin.,single,tertiary,yes
79,retired,married,primary,no
37,unemployed,married,secondary,no
29,management,single,tertiary,no
75,retired,married,primary,no
64,retired,married,primary,no
54,management,divorced,tertiary,no
33,self-employed,married,tertiary,yes
27,management,single,tertiary,yes
80,retired,married,primary,no
46,blue-collar,married,secondary,yes
61,admin.,married,secondary,no
72,retired,married,secondary,no
36,management,married,tertiary,no
40,management,single,tertiary,no
41,management,married,tertiary,no
33,technician,married,secondary,yes
27,student,single,secondary,no
77,retired,married,primary,no
74,retired,married,tertiary,no
30,management,married,tertiary,no
25,student,single,unknown,no
35,blue-collar,married,secondary,no
42,admin.,married,secondary,no
82,retired,divorced,primary,no
33,admin.,single,secondary,yes
67,retired,divorced,primary,no
71,retired,married,tertiary,no
75,retired,divorced,primary,no
41,admin.,divorced,secondary,yes
51,blue-collar,married,primary,no
42,management,married,tertiary,no
34,blue-collar,divorced,tertiary,no
38,housemaid,single,secondary,yes
38,management,married,unknown,no
60,retired,married,secondary,no
47,housemaid,single,tertiary,no
60,retired,divorced,secondary,no
53,admin.,married,secondary,no
61,retired,married,secondary,no
51,management,married,tertiary,no
29,management,single,tertiary,yes
70,retired,married,primary,no
86,retired,married,primary,no
64,retired,married,primary,no
32,management,single,tertiary,no
28,admin.,married,secondary,no
35,unemployed,single,secondary,no
31,student,single,tertiary,no
31,student,single,unknown,no
22,self-employed,single,tertiary,no
54,services,divorced,secondary,no
59,retired,married,secondary,no
35,admin.,married,secondary,no
58,blue-collar,married,primary,no
27,technician,single,tertiary,no
46,management,divorced,tertiary,no
25,blue-collar,single,secondary,no
46,management,married,tertiary,yes
59,management,married,tertiary,no
86,retired,married,secondary,no
35,technician,single,secondary,no
52,technician,single,secondary,no
22,technician,single,secondary,yes
31,management,single,tertiary,no
43,management,divorced,tertiary,no
35,management,single,tertiary,yes
60,admin.,married,secondary,no
37,technician,married,secondary,no
54,management,married,secondary,no
27,management,single,tertiary,no
72,retired,married,primary,no
42,unemployed,married,secondary,yes
29,self-employed,single,tertiary,no
29,self-employed,single,tertiary,no
30,student,single,secondary,no
28,management,single,tertiary,no
43,services,married,secondary,no
37,services,married,secondary,no
46,management,single,secondary,no
62,management,married,tertiary,no
20,student,single,unknown,no
77,management,married,tertiary,no
26,management,single,tertiary,no
57,management,married,tertiary,no
58,services,married,secondary,no
26,student,married,tertiary,no
57,housemaid,married,primary,no
33,management,single,tertiary,no
47,management,single,tertiary,yes
60,retired,married,secondary,no
39,technician,single,tertiary,no
30,management,married,tertiary,yes
82,retired,divorced,primary,no
59,retired,married,primary,no
72,retired,married,primary,no
35,admin.,married,tertiary,yes
70,management,married,tertiary,no
30,self-employed,single,tertiary,no
36,admin.,married,tertiary,yes
45,technician,married,secondary,yes
31,management,single,tertiary,yes
51,admin.,married,secondary,no
31,management,single,tertiary,no
28,admin.,single,tertiary,no
42,technician,married,secondary,no
40,admin.,married,secondary,yes
57,management,divorced,tertiary,no
23,services,single,secondary,no
56,housemaid,single,tertiary,no
31,management,single,tertiary,no
33,admin.,single,tertiary,no
44,admin.,divorced,tertiary,yes
80,retired,divorced,primary,no
47,management,married,tertiary,no
27,student,single,secondary,no
27,self-employed,single,tertiary,no
34,blue-collar,married,primary,yes
26,management,single,tertiary,yes
61,management,married,tertiary,yes
50,technician,divorced,secondary,no
84,retired,married,secondary,no
86,retired,married,primary,no
33,technician,single,secondary,no
46,management,married,unknown,no
26,management,single,tertiary,no
45,technician,married,secondary,no
60,blue-collar,married,primary,no
47,admin.,married,secondary,yes
53,blue-collar,married,secondary,no
53,admin.,married,secondary,no
54,technician,single,tertiary,no
54,technician,married,secondary,yes
34,blue-collar,married,secondary,no
70,retired,married,tertiary,no
44,management,married,secondary,no
19,student,single,secondary,no
24,student,single,secondary,no
49,management,married,tertiary,no
39,management,divorced,tertiary,no
53,technician,married,tertiary,no
50,management,married,tertiary,yes
34,admin.,divorced,secondary,no
29,management,single,unknown,no
30,management,married,tertiary,yes
50,blue-collar,married,primary,no
30,technician,single,tertiary,no
50,unemployed,married,tertiary,no
32,management,single,secondary,yes
27,student,single,tertiary,yes
33,self-employed,single,tertiary,yes
80,retired,married,secondary,no
33,management,single,tertiary,yes
57,retired,married,unknown,no
58,admin.,married,primary,no
27,technician,single,tertiary,yes
37,admin.,married,secondary,yes
55,management,married,tertiary,yes
46,entrepreneur,married,tertiary,no
78,retired,divorced,primary,no
43,technician,divorced,unknown,no
34,management,married,tertiary,no
36,management,single,tertiary,no
36,technician,single,secondary,no
69,retired,married,primary,no
31,management,single,tertiary,no
50,technician,married,tertiary,no
29,technician,single,tertiary,yes
73,retired,divorced,secondary,yes
33,self-employed,single,tertiary,yes
26,management,single,tertiary,no
29,management,single,tertiary,no
27,admin.,single,secondary,no
51,entrepreneur,divorced,tertiary,no
71,retired,divorced,secondary,no
29,student,married,tertiary,yes
25,student,single,tertiary,no
62,retired,married,secondary,no
33,technician,married,secondary,no
35,technician,married,secondary,no
29,admin.,single,secondary,no
35,blue-collar,single,unknown,no
31,admin.,married,secondary,no
56,technician,married,secondary,no
25,unemployed,single,primary,no
80,housemaid,married,secondary,no
62,self-employed,divorced,tertiary,yes
49,admin.,married,secondary,yes
30,management,single,tertiary,no
62,management,married,tertiary,no
25,blue-collar,single,secondary,yes
32,management,single,tertiary,no
36,management,single,tertiary,no
40,technician,married,tertiary,yes
38,management,married,tertiary,no
35,technician,single,tertiary,no
45,blue-collar,single,primary,no
25,blue-collar,single,primary,no
36,management,single,unknown,no
23,student,single,secondary,no
38,technician,married,secondary,no
44,services,married,primary,yes
70,retired,married,secondary,no
35,management,single,tertiary,no
35,self-employed,married,tertiary,yes
75,retired,married,secondary,no
26,technician,single,tertiary,no
51,management,married,tertiary,no
59,technician,married,secondary,no
30,management,single,tertiary,no
36,blue-collar,married,primary,no
39,technician,married,secondary,no
24,management,single,tertiary,yes
62,retired,married,primary,yes
33,student,single,unknown,no
22,services,single,secondary,no
36,management,married,tertiary,yes
35,management,divorced,tertiary,no
22,management,single,tertiary,no
31,blue-collar,single,secondary,no
21,student,single,secondary,no
34,management,married,tertiary,no
35,admin.,married,tertiary,no
34,technician,single,secondary,no
21,student,single,unknown,no
57,retired,married,secondary,yes
22,student,single,primary,no
27,services,single,secondary,no
73,retired,married,secondary,no
57,management,married,tertiary,yes
60,entrepreneur,married,primary,no
30,student,single,tertiary,no
55,unemployed,divorced,secondary,no
36,management,single,tertiary,no
38,blue-collar,divorced,secondary,yes
39,blue-collar,single,secondary,yes
74,retired,married,tertiary,no
38,technician,single,secondary,no
31,admin.,divorced,secondary,no
43,self-employed,married,tertiary,no
24,admin.,single,secondary,no
30,student,single,secondary,no
42,housemaid,divorced,primary,no
29,blue-collar,single,tertiary,no
25,student,single,unknown,no
31,housemaid,single,primary,no
52,technician,married,secondary,yes
58,entrepreneur,married,secondary,no
51,management,married,secondary,no
26,management,single,tertiary,no
64,retired,divorced,secondary,no
62,technician,married,unknown,no
62,management,married,tertiary,no
76,retired,divorced,primary,no
40,technician,married,tertiary,no
76,retired,married,secondary,no
31,admin.,single,secondary,no
61,retired,married,secondary,no
42,self-employed,married,secondary,yes
43,technician,single,unknown,no
73,retired,married,primary,no
41,management,divorced,tertiary,no
31,admin.,single,secondary,yes
77,management,married,unknown,yes
46,admin.,divorced,primary,yes
80,retired,divorced,primary,no
35,technician,married,secondary,no
36,management,married,tertiary,yes
31,management,married,tertiary,yes
41,technician,single,tertiary,no
26,management,single,tertiary,no
46,blue-collar,married,secondary,no
45,blue-collar,single,secondary,yes
60,housemaid,married,primary,no
41,admin.,divorced,secondary,no
29,management,single,tertiary,no
70,retired,married,secondary,no
30,technician,single,tertiary,no
34,management,married,tertiary,yes
35,technician,married,tertiary,yes
26,unemployed,single,tertiary,no
32,admin.,single,secondary,yes
34,admin.,single,secondary,no
77,retired,married,unknown,no
63,blue-collar,married,primary,no
31,management,single,tertiary,yes
68,retired,married,primary,no
61,housemaid,married,primary,no
37,unemployed,single,secondary,no
26,management,single,tertiary,no
37,admin.,married,tertiary,yes
54,admin.,married,unknown,no
30,admin.,single,secondary,yes
61,retired,married,secondary,no
37,admin.,married,secondary,yes
70,retired,married,secondary,no
69,retired,married,secondary,no
76,self-employed,married,unknown,no
30,management,single,tertiary,no
66,retired,married,primary,no
64,retired,married,secondary,no
55,housemaid,married,secondary,yes
55,technician,married,tertiary,no
32,admin.,married,tertiary,yes
56,management,single,tertiary,no
39,management,single,tertiary,no
29,management,single,tertiary,no
41,unemployed,married,tertiary,no
79,retired,divorced,primary,no
59,management,married,tertiary,yes
56,technician,married,secondary,yes
63,retired,married,primary,no
49,technician,single,secondary,no
45,admin.,married,secondary,no
48,admin.,married,secondary,no
32,technician,single,tertiary,no
33,management,single,tertiary,yes
28,technician,single,secondary,no
41,self-employed,married,tertiary,yes
25,student,single,secondary,no
47,admin.,married,secondary,yes
37,management,married,secondary,no
19,student,single,secondary,no
32,management,married,tertiary,no
61,retired,divorced,secondary,no
40,unemployed,single,tertiary,no
30,management,married,tertiary,no
37,services,married,secondary,no
45,unemployed,married,secondary,no
35,admin.,single,tertiary,no
54,technician,married,tertiary,no
49,admin.,married,secondary,no
60,technician,married,secondary,yes
45,admin.,married,secondary,no
38,management,married,tertiary,no
48,blue-collar,married,secondary,yes
48,management,married,tertiary,yes
60,blue-collar,married,primary,no
34,unemployed,single,secondary,no
45,housemaid,married,secondary,no
50,technician,married,secondary,no
29,housemaid,single,tertiary,no
77,retired,married,tertiary,no
33,services,married,secondary,no
36,unemployed,married,tertiary,yes
51,management,single,tertiary,yes
35,unemployed,single,tertiary,no
64,management,married,unknown,no
80,retired,married,primary,no
34,self-employed,married,tertiary,no
70,retired,married,primary,no
29,admin.,single,secondary,no
26,technician,single,tertiary,no
32,admin.,married,tertiary,yes
33,admin.,married,tertiary,yes
37,management,married,secondary,no
30,management,married,tertiary,no
41,technician,single,tertiary,yes
28,management,single,tertiary,no
74,retired,married,secondary,no
33,blue-collar,single,secondary,no
29,student,single,unknown,no
26,student,single,secondary,no
72,retired,married,primary,no
27,management,single,secondary,yes
18,student,single,unknown,no
54,housemaid,married,secondary,yes
53,retired,married,secondary,no
46,blue-collar,married,secondary,yes
37,technician,married,tertiary,no
67,retired,divorced,secondary,no
47,admin.,married,tertiary,yes
56,management,divorced,tertiary,no
60,housemaid,married,primary,no
34,blue-collar,married,secondary,yes
36,admin.,single,tertiary,no
37,blue-collar,single,secondary,yes
37,management,married,tertiary,no
37,technician,married,tertiary,yes
32,technician,married,secondary,no
51,technician,married,tertiary,no
77,unknown,married,unknown,no
83,retired,married,secondary,no
35,management,married,tertiary,no
47,blue-collar,married,tertiary,no
42,admin.,married,unknown,no
53,management,married,tertiary,no
47,management,married,secondary,no
58,blue-collar,married,primary,yes
32,technician,married,tertiary,yes
80,retired,married,primary,no
46,management,married,tertiary,yes
62,management,married,tertiary,no
21,student,single,secondary,no
78,retired,married,primary,no
20,student,single,secondary,no
43,self-employed,married,tertiary,no
66,retired,married,secondary,no
44,services,single,secondary,no
78,retired,divorced,secondary,no
42,management,married,tertiary,no
34,services,married,secondary,no
34,technician,married,secondary,no
66,management,married,secondary,no
40,management,single,tertiary,no
54,management,married,tertiary,no
31,blue-collar,married,secondary,no
33,services,married,secondary,no
19,student,single,primary,no
31,technician,single,secondary,no
24,technician,single,secondary,no
23,student,single,unknown,no
29,self-employed,single,tertiary,no
28,admin.,single,secondary,no
31,management,single,tertiary,no
50,technician,married,tertiary,no
22,student,single,secondary,no
55,technician,divorced,secondary,no
34,technician,single,tertiary,yes
54,blue-collar,divorced,primary,no
59,management,married,tertiary,yes
32,unemployed,single,secondary,yes
54,unknown,married,secondary,no
27,self-employed,single,tertiary,no
77,retired,married,primary,no
40,admin.,married,secondary,yes
63,retired,divorced,tertiary,no
37,management,married,tertiary,yes
48,blue-collar,married,secondary,yes
27,blue-collar,single,secondary,no
28,technician,single,secondary,no
35,management,married,tertiary,no
29,management,single,tertiary,no
68,retired,married,secondary,no
53,blue-collar,single,secondary,no
37,technician,single,tertiary,no
65,retired,married,unknown,no
32,student,single,unknown,no
58,admin.,married,secondary,no
37,management,married,tertiary,yes
37,admin.,married,tertiary,no
63,retired,married,secondary,no
34,admin.,married,secondary,no
26,services,married,secondary,no
50,admin.,married,secondary,yes
70,retired,married,secondary,no
50,technician,divorced,secondary,yes
56,management,married,primary,no
57,retired,married,primary,no
29,unemployed,single,primary,no
75,retired,married,tertiary,no
50,technician,married,tertiary,no
35,technician,married,secondary,yes
24,management,single,tertiary,no
46,management,married,tertiary,no
48,technician,divorced,secondary,no
29,technician,single,tertiary,no
54,management,divorced,tertiary,no
56,blue-collar,married,secondary,yes
72,retired,married,secondary,no
74,retired,divorced,tertiary,yes
27,student,single,tertiary,no
52,management,married,tertiary,no
50,admin.,married,secondary,no
79,retired,married,primary,no
38,management,married,tertiary,no
73,retired,married,secondary,no
33,management,single,tertiary,no
49,admin.,married,secondary,no
53,admin.,married,secondary,yes
64,retired,married,secondary,no
38,blue-collar,married,secondary,no
27,unknown,single,tertiary,no
84,retired,divorced,primary,no
70,retired,divorced,primary,no
62,retired,married,secondary,no
41,admin.,married,tertiary,yes
29,admin.,single,secondary,yes
53,technician,married,secondary,yes
30,technician,single,secondary,no
58,retired,married,secondary,no
61,admin.,married,unknown,yes
46,management,single,secondary,no
35,technician,single,tertiary,no
37,management,married,tertiary,no
67,management,married,secondary,no
30,technician,single,tertiary,yes
60,management,married,secondary,no
78,retired,married,unknown,no
47,blue-collar,married,secondary,yes
61,technician,married,secondary,no
53,management,married,tertiary,yes
47,admin.,married,secondary,no
46,self-employed,married,secondary,no
30,management,single,tertiary,yes
51,management,married,tertiary,no
70,management,married,secondary,no
31,blue-collar,single,secondary,no
31,unemployed,single,secondary,no
24,unemployed,single,secondary,no
21,student,single,secondary,no
71,retired,married,primary,no
25,self-employed,single,unknown,no
78,retired,married,primary,no
49,self-employed,divorced,tertiary,no
52,admin.,single,secondary,yes
27,technician,single,tertiary,yes
25,student,single,secondary,no
33,services,single,secondary,yes
60,technician,married,secondary,no
33,management,single,tertiary,no
28,student,single,secondary,no
30,admin.,single,secondary,yes
29,unemployed,single,tertiary,no
28,student,married,secondary,no
52,management,married,tertiary,no
59,management,married,primary,no
38,technician,married,secondary,no
